PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,pred_winner
-0.12023282637290304,-0.11165687814304832,-0.5965016704769496,-0.11163920442895128,-0.16269715291198275,-0.10622697800557852,-0.08320647106701179,0.6071816449693068,-0.182291664787614,0.3395786807172816,-0.22929826971785533,-0.14634974946988577,-0.2450470944664491,0.11770702952205606,-0.09200824776984474,-0.049622074427152364,0.7350558673656858,-0.020651508749585493,-0.18936129119038297,0.21797001297943558,0.05851121870534127,-0.08794361149772054,0.6217105669653492,-0.12785530011350066,-0.0483112729699719,0.5306623624766417,0.698998295144945,-0.11476737237956013,0.2038556893899427,0.9017197836945849,1.1485137159936445,-0.6772743177914319,-0.15096881520285485,-0.1353573400821932,-1.220045065268911,-0.15856167668607882,-0.1370187463209859,0.5379186187523766,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,0.07883917223860429,0.5761864143287766,-0.012332034275754232,-0.16270964930406911,-0.14424041503826449,-0.02594601202261132,-0.1297766570399812,-0.21162664936215536,-0.2148908701501762,-0.039927824364127285,Rep
-0.07366852750564308,-0.08003134587462456,1.2662475677515783,-0.0800124310192828,0.4153830345446046,1.0409337095898432,-0.739983305808899,0.5626847802806464,0.6885617125820565,-0.5958689255732832,-0.20364829999733347,-0.29600219776362935,-0.01822226556343676,-0.07505999001393734,-0.4604427711025835,0.847174770127047,-0.5697696965439708,-0.476113824935968,-0.5294095398283448,1.0203073786979147,0.6733593856380107,-0.02928720916239808,0.47628476953578425,-0.09210652906016194,0.2414210391552644,-0.01401166248232747,0.12113785527251646,-0.07798804002417618,0.4029502204472665,0.26533684158188875,0.5798489678897991,-0.9510053109436071,-0.09936946443407318,-0.17377824797394945,-0.16476720966051076,-0.04721848742520583,-0.0504717124201063,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,-0.09074173427261771,0.24855993228864662,-0.19355787379748815,-0.1430256608109343,-0.13413921919295368,-0.09435646422092676,-0.15178074822554996,0.02213206604797367,-0.14958457528515398,-0.07104983084715985,Rep
-0.2805135387685761,-0.2822015841680336,-0.4125264370716628,-0.28219060346599145,-0.8233602242909395,-0.04739822479555714,1.7285916937381953,0.4736910509033195,0.7125852540267373,-0.5756794088907531,-0.1779983302768116,-0.44565464605737287,-0.2450470944664491,-0.4605940290859241,0.5798429418369143,0.19182322987590106,1.8149115064633359,0.46984637022036485,0.17619057609542596,-0.4267653701872001,0.2261970824142511,-0.37140357273624497,-0.9961514294385665,-0.30250066018135335,1.0098415191395869,-1.030038209040404,-0.346249265212536,-0.29819727128081464,0.24367459560140675,-0.16900588663851385,-0.13304833623747817,-0.5708233760100305,-0.2646804821777167,-0.2522343335734698,0.44281701023523484,-0.23377178532402448,-0.24562461809170916,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,-0.27573908683031445,-1.420775000011062,-0.2326578331102184,-0.16270964930406911,-0.2720360832750372,0.7194467780943764,-0.20773170405218855,-0.2467938897335907,-0.09705369168863494,-0.13734223490044872,Rep
-0.2667445832597424,-0.2668253111813663,-1.079436658165827,-0.26681372703883716,-0.9885259921356788,-0.6651001335007832,0.5735703636748763,0.16221299808267817,0.8266970758889703,-0.6227882811499902,-0.2677732242986381,-0.44565464605737287,-0.2450470944664491,-0.6533610486219174,-0.6193753105794514,1.0492004329112354,1.364971656839316,-0.773916108596295,-0.741939695227071,-0.8422615060056995,-1.0370364241928696,-0.3360883352060414,0.8762057124670892,-0.28157713555416697,0.871273891601431,-0.8729207018407016,-0.7189449690798376,-0.2806738853554166,0.04458006454408294,-1.0100529415252217,-0.83098512882307,0.6457588157774148,-0.2539529664253713,-0.24218855886189913,0.298915484470453,-0.22456807610875054,-0.23505187522310153,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,-0.27573908683031445,0.7321990248240765,-0.2326578331102184,-0.15995288991994935,-0.2741648626744238,-0.8324396443769986,-0.2062098240594052,-0.24610433600081744,-0.1809032950674437,-0.12899242828304974,Rep
-0.26852562885658626,-0.2724369674935692,2.370098968183299,-0.2724256035800007,0.7457145702340826,1.6292212416900593,-1.3514651864306568,-0.9947054838225536,0.4122909859682303,-0.528570536631516,0.12980130636945075,-0.22117597361675753,0.20860256333957558,0.24621837587938478,2.696535399415198,-1.4095997068280275,-0.5922666890251704,0.014384054033982425,1.2643449717369037,-0.025596687327960527,-0.9811411362898995,-0.34883492875209926,-0.9961514294385665,-0.29142765677345023,-3.273157877494345,-0.6215326903211775,-0.6266815375035675,-0.2857845432821918,0.04458006454408294,-0.5424741608030565,0.1793040014201428,-0.12981233148708163,-0.2667187101706624,-0.22677903504056535,0.810565353856344,-0.24015550282687442,-0.24902893058605138,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,-0.27573908683031445,-1.420775000011062,-0.2326578331102184,-0.16270964930406911,-0.27945513227312,-1.067846570297777,-0.20500281578926666,-0.24610433600081744,0.21281371051663855,-0.13835433267225464,Rep
0.03630902940142558,0.030151796577450662,1.1052692385219525,0.03017503556057019,-0.16269715291198275,0.5408893073046588,-0.6267459205085736,0.02872240401669086,0.6285028589703551,-0.5353003755256928,-0.1779983302768116,-0.25858908569019345,-0.01822226556343676,-0.20357133637126623,0.1536147677853145,0.3938488926600894,-0.029841876995145792,-0.09072263431672133,-0.0788456103830454,0.5188465251238648,0.5727478674126649,0.19375058786429372,1.4579089021853509,0.015189248697081645,0.896468005699278,-0.6110581898411973,0.24617908490877724,0.022247309716136705,0.7613203763504518,1.2375788405545016,1.545008599228259,-0.9053834787515778,-0.02116587459947476,-0.08493552590888065,0.42682795181692573,0.10515403180544056,0.0791412584010703,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,0.4180009852610483,0.45137632593253657,-0.14847198751702087,-0.1006853437032657,0.03674380592413895,0.6909580418364477,-0.10249749267380703,0.016615636185787735,-0.05312371080478339,-0.07519943171156418,Rep
0.11184411055599434,0.12987583805002248,-0.3205388203690195,0.12992809352188806,-1.5666061795922661,-1.194558912390978,-0.8079257369890945,-0.060271325360636126,0.34022036163418845,-0.40743343653633496,-0.2677732242986381,1.0134567248066264,-0.01822226556343676,-0.07505999001393734,-0.3087344379655735,0.4825430860775376,-0.14232683940115073,0.39977524465322917,0.09967972015188453,1.2208917201275356,1.9030557195033493,0.20826294328686173,0.5126412188931755,0.0909548789073797,0.2918092673509584,1.2534028955952734,1.4832374635432408,0.1172216880612398,-0.03505774787884694,1.8848072313782993,2.8686419242478784,-1.5745036842346727,-0.019127646606529124,-0.05979536371455938,0.1550139587056711,0.03781510882634871,0.059850154266464256,-0.36384876708177005,-0.159353381665469,0.8048855181149016,-0.04964640568532844,0.0017569420062306747,1.114429920537561,-0.07636583524069558,-0.13735217214324283,-0.02971297932014602,-0.40192236026869566,-0.04153871590028939,-0.10681448198062257,-0.19272776743780395,0.04766923778567657,Rep
1.8851441677516552,1.931239827015908,0.3233744965494839,1.931365566062843,-0.2452800368343528,-0.1650557312155999,-0.7852782599290296,0.34020045683733213,0.17205557152142464,-0.2930261753353306,-0.24212325457811626,1.237935397247242,-0.01822226556343676,0.053451356343391536,0.08859691072659585,0.11791140202802743,0.37510398766647135,1.1705576258917227,0.7457713925640119,0.7051034135942278,1.5565049345049355,2.5850887891868424,0.8943839371457845,2.0028039599722374,-0.8041346959053718,2.531291954152855,1.5366531344558183,2.0581324823697957,0.24367459560140675,1.385391810891288,1.60352816923662,-0.8597616465595488,1.615423928578349,1.5526865359233573,0.011112432940889275,1.2991261272777965,1.5105854689286022,-0.025685997393965126,-0.159353381665469,1.152886035281326,-0.04964640568532844,0.15592140247097794,0.7790028079726663,1.4049795405277863,0.6553295614040785,1.8584032051291959,0.44036961830453614,0.9085575523913567,0.6275602434228801,0.11875000450866982,0.12681528354090085,Dem
-0.12023818290101385,-0.11531059075188818,-0.13656358696373277,-0.11533768767625883,-1.3188575278251575,-2.0475758339362913,-1.3967601405507868,0.07321926870535435,0.39427332988472,-0.46800198658392544,-0.24212325457811626,0.7515649402925754,-0.2450470944664491,0.18196270270072057,-0.5399090408410174,0.659931472912434,-3.606863681506104,-0.12575819710028915,-0.39339024037316006,0.7051034135942278,0.9304777099916725,-0.19466184490930438,-0.4144482397203047,-0.13757862665419923,-1.9504668873573952,1.4209949032749563,-0.20785411784813088,-0.13709287805968348,-0.15451446651324088,-1.1541924534276027,-0.9918312915861635,2.257730219895779,-0.16427093473576324,-0.17591345745169687,-0.4046030859351472,-0.1466309425181311,-0.1596034536005247,-0.36384876708177005,-0.159353381665469,-0.3164494816435772,-0.04964640568532844,0.0017569420062306747,0.8648097437450813,-0.2326578331102184,-0.16270964930406911,-0.16689989472589334,-0.24842055108946182,-0.13107307333013,-0.18266539258567918,-0.16629676038495705,-0.07560427082028656,Rep
-0.16602578519220654,-0.16562026101009683,0.3233744965494839,-0.1656047050842353,0.08505149885512593,-0.6651001335007832,-1.192932847010201,0.6071816449693068,-1.779857170858871,2.149905343250821,-0.24212325457811626,0.11554203504416538,-0.01822226556343676,-0.4605940290859241,-0.4748911837822988,-1.1533720369553988,-2.0545712003032346,0.03190183542576631,-0.44439747766885435,0.08902293634610763,1.6235792799884996,-0.2513317651335529,-0.39627001504160875,-0.18319911803991873,-2.1898109712869385,1.1172343893555312,-0.19085822255776533,-0.17905406945846955,0.12421787696701282,-0.5220077495256554,-0.83098512882307,2.060035613730319,-0.1671673639888965,-0.16447851030882063,-0.0688328591506562,-0.16159859083792005,-0.168681620252104,-0.36384876708177005,-0.159353381665469,0.26355138030046354,-0.04964640568532844,-0.27573908683031445,0.45917695645730167,-0.2326578331102184,-0.1424422202974747,-0.17446123211553752,0.38920234857812486,-0.1393054139552052,-0.19576691350837078,-0.17531369886556208,-0.09053271295442414,Rep
